lemma,upos,verb_form,case_counts,example_wordform,count
килиан,PROPN,,Nom:1,Килиан,1
мбапп,PROPN,,Nom:1,Мбаппе,1
хет-трик,NOUN,,Acc:1,хет-трик,1
аргентинец,NOUN,,Nom:1,аргентинцы,1
указывать,VERB,Part,Gen:1,указывавших,1
мигрант,NOUN,,Gen:1,мигрантов,1
полнота,NOUN,,Gen:1,полноты,1
доказать,VERB,Part,,доказаны,1
вырыть,VERB,Part,,вырваны,1
поспорить,VERB,Inf,,поспорить,1
переделать,VERB,Inf,,переделать,1
неприятно,ADJ,,,Неприятно,1
автовокзал,NOUN,,Gen:1,автовокзала,1
складывать,VERB,Fin,,складывает,1
багажный,ADJ,,Acc:1,багажное,1
переставлять,VERB,Conv,,переставляя,1
апельсин,NOUN,,Ins:1,апельсинами,1
слышно,ADV,,,слышно,1
гул,NOUN,,Nom:1,гул,1
двигатель,NOUN,,Gen:1,двигателя,1
сопение,NOUN,,Nom:1,сопение,1
придорожный,ADJ,,Gen:1,придорожного,1
стаканчик,NOUN,,Loc:1,стаканчиках,1
уснуть,VERB,Fin,,уснула,1
протест,NOUN,,Gen:1,протеста,1
лондон,PROPN,,Loc:1,Лондоне,1
филадельфия,PROPN,,Loc:1,Филадельфии,1
голодать,VERB,Part,Dat:1,голодающим,1
эфиопия,PROPN,,Loc:1,Эфиопии,1
микрософт,PROPN,,Gen:1,Microsoft,1
утверждать,VERB,Conv,,утверждая,1
вынести,VERB,Part,,вынесено,1
выплатить,VERB,Inf,,выплатить,1
иск,NOUN,,Dat:1,иску,1
отклонить,VERB,Fin,,отклонил,1
законность,NOUN,,Nom:1,законность,1
заключить,VERB,Part,Nom:1,заключённый,1
гильдия,PROPN,,Ins:1,Гильдией,1
забастовка,NOUN,,Gen:1,забастовки,1
генерировать,VERB,Part,Acc:1,сгенерированный,1
заводить,VERB,Inf,,заводить,1
милый,ADJ,,Nom:1,милые,1
антикафе,NOUN,,Loc:1,антикафе,1
неловко,ADV,,,неловко,1
кивать,VERB,Fin,,кивала,1
опаздывать,VERB,Inf,,опаздывать,1
хвастаться,VERB,Inf,,хвастаться,1
кучка,NOUN,,Ins:1,кучками,1
дежурный,ADJ,,Ins:1,дежурными,1
фотоальбом,NOUN,,Acc:1,фотоальбом,1
сбежать,VERB,Fin,,сбежал,1
тихоня,NOUN,,Nom:1,тихоня,1
хулиган,NOUN,,Nom:1,хулиган,1
гонка,NOUN,,Nom:1,гонка,1
вывести,VERB,Fin,,вывела,1
создаваться,VERB,Fin,,создавалась,1
межконтинентальный,ADJ,,Nom:1,межконтинентальная,1
баллистический,ADJ,,Nom:1,баллистическая,1
потенциал,NOUN,,Gen:1,потенциала,1
демонстрировать,VERB,Inf,,продемонстрировать,1
засекретить,VERB,Part,,засекречена,1
конструктор,NOUN,,Gen:1,конструктора,1
королёв,PROPN,,Gen:1,Королёва,1
медиапространство,NOUN,,Loc:1,медиапространстве,1
прибегать,VERB,Conv,,прибегая,1
закрепить,VERB,Part,,закреплены,1
венская,PROPN,,,Венской,1
сношение,NOUN,,Loc:1,сношениях,1
посольство,NOUN,,Gen:1,посольств,1
неприкосновенность,NOUN,,Acc:1,неприкосновенность,1
агент,NOUN,,Gen:1,агентов,1
дипломат,NOUN,,Nom:1,дипломат,1
нарушать,VERB,Inf,,нарушать,1
персона,NOUN,,Ins:1,персоной,1
многосторонний,ADJ,,Nom:1,многосторонняя,1
согласовывать,VERB,Fin,,согласовывают,1
персональный,ADJ,,Gen:1,персональных,1
рассмотреть,VERB,Inf,,рассмотреть,1
несанкционированный,ADJ,,Loc:1,несанкционированном,1
злоумышленник,NOUN,,Nom:1,злоумышленники,1
уведомить,VERB,Fin,,уведомила,1
расследование,NOUN,,Acc:1,расследование,1
осторожность,NOUN,,Ins:1,осторожностью,1
выполнить,VERB,Part,,выполнена,1
пояснить,VERB,Fin,,пояснила,1
согласование,NOUN,,Gen:1,согласования,1
прилагать,VERB,Fin,,прилагаю,1
эпикур,PROPN,,Nom:1,Эпикур,1
телесный,ADJ,,Gen:1,телесной,1
душевный,ADJ,,Gen:1,душевной,1
наслаждение,NOUN,,Ins:1,наслаждениями,1
стоик,NOUN,,Nom:1,Стоики,1
эпиктет,PROPN,,Nom:1,Эпиктет,1
спокойствие,NOUN,,Acc:1,спокойствие,1
стюарт,PROPN,,Nom:1,Стюарт,1
милль,PROPN,,Nom:1,Милль,1
низший,ADJ,,Acc:1,низшие,1
неудовлетворённый,ADJ,,Ins:1,неудовлетворённым,1
сократ,PROPN,,Ins:1,Сократом,1
удовлетворить,VERB,Part,Ins:1,удовлетворённым,1
глупец,NOUN,,Ins:1,глупцом,1
роберт,PROPN,,Nom:1,Роберт,1
подключиться,VERB,Inf,,подключиться,1
спальный,ADJ,,Ins:1,спальным,1
панельный,ADJ,,Nom:1,панельные,1
оцифровать,VERB,Part,Acc:1,оцифрованные,1
противоречить,VERB,Fin,,противоречат,1
пазл,NOUN,,Acc:1,пазл,1
проходить,VERB,Conv,,проходя,1
бантик,NOUN,,Ins:1,бантиком,1
титр,NOUN,,Acc:1,титры,1
обсудить,VERB,Fin,,обсудим,1
уговорить,VERB,Fin,,уговорила,1
заслужить,VERB,Fin,,заслужила,1
хаотичный,ADJ,,,хаотично,1
туалетный,ADJ,,Acc:1,туалетную,1
копить,VERB,Fin,,копили,1
предупреждать,VERB,Inf,,предупреждать,1
пастилка,NOUN,,Acc:1,пастилки,1
рассасывание,NOUN,,Gen:1,рассасывания,1
продаваться,VERB,Fin,,продаются,1
дозировка,NOUN,,Acc:1,дозировку,1
выписка,NOUN,,Acc:1,выписку,1
привить,VERB,Fin,,привила,1
отменить,VERB,Inf,,отменить,1
перевыпустить,VERB,Inf,,перевыпустить,1
заблокировать,VERB,Fin,,заблокировала,1
стремительно,ADV,,,стремительно,1
лайка,PROPN,,Nom:1,Лайка,1
терешков,PROPN,,Nom:1,Терешкова,1
леонов,PROPN,,Nom:1,Леонов,1
штат,PROPN,,Nom:1,Штаты,1
сосредоточиться,VERB,Fin,,сосредоточились,1
лунный,ADJ,,Loc:1,лунной,1
луна,PROPN,,Acc:1,Луну,1
дополниться,VERB,Fin,,дополнилось,1
состыковаться,VERB,Fin,,состыковались,1
продолжиться,VERB,Fin,,продолжилась,1
джини,PROPN,,Gen:1,Джини,1
приближаться,VERB,Fin,,приближается,1
снижаться,VERB,Fin,,снижается,1
измерить,VERB,Inf,,измерить,1
технологический,ADJ,,Acc:1,технологические,1
повышать,VERB,Part,Acc:1,повышающие,1
высококвалифицированный,ADJ,,Acc:1,высококвалифицированный,1
перераспределять,VERB,Fin,,перераспределяют,1
субботник,NOUN,,Loc:1,субботнике,1
раздумывать,VERB,Conv,,раздумывая,1
раздать,VERB,Fin,,раздали,1
мешок,NOUN,,Acc:1,мешки,1
разбить,VERB,Fin,,разбили,1
покрышка,NOUN,,Acc:1,покрышку,1
свежепокрасить,VERB,Part,Loc:1,свежепокрашенных,1
высохнуть,VERB,Part,Gen:1,высохших,1
созреть,VERB,Fin,,созрело,1
почитать,VERB,Fin,,почитала,1
веганка,NOUN,,Ins:1,веганкой,1
перестраивать,VERB,Inf,,перестраивать,1
витамин,NOUN,,Loc:1,витамине,1
голодать,VERB,Fin,,голодаю,1
осуждать,VERB,Fin,,осуждаю,1
прочий,ADJ,,Gen:1,прочего,1
переходить,VERB,Inf,,переходить,1
закладка,NOUN,,Acc:1,закладку,1
сменить,VERB,Fin,,сменила,1
аутентификация,NOUN,,Acc:1,аутентификацию,1
утечь,VERB,Part,Nom:1,утёкшие,1
уловка,NOUN,,Gen:1,уловок,1
шёпот,ADV,,,шёпотом,1
пересказывать,VERB,Fin,,пересказываю,1
запоминаться,VERB,Fin,,запоминается,1
зубрёжка,NOUN,,Nom:1,зубрёжка,1
капель,NOUN,,Gen:1,капели,1
осесть,VERB,Part,Gen:1,осевшего,1
прошлогодний,ADJ,,Nom:1,прошлогодняя,1
дымка,NOUN,,Ins:1,дымкой,1
скошенный,ADJ,,Gen:1,скошенной,1
клён,NOUN,,Nom:1,клёны,1
слякотный,ADJ,,Ins:1,слякотной,1
морозный,ADJ,,Ins:1,морозной,1
холестерин,NOUN,,Gen:1,холестерина,1
референсный,ADJ,,Gen:1,референсного,1
обратить,VERB,Inf,,обратить,1
интерпретировать,VERB,Inf,,интерпретировать,1
психиатрия,NOUN,,Loc:1,психиатрии,1
травматический,ADJ,,Acc:1,травматическое,1
психика,NOUN,,Gen:1,психики,1
угрожать,VERB,Part,Acc:1,угрожающие,1
стихийный,ADJ,,Acc:1,стихийные,1
бедствие,NOUN,,Acc:1,бедствия,1
птср,NOUN,,Nom:1,ПТСР,1
комплексный,ADJ,,Nom:1,комплексное,1
поведенческий,ADJ,,Nom:1,поведенческая,1
терапия,NOUN,,Nom:1,терапия,1
фокус,NOUN,,Ins:1,фокусом,1
самоотчёт,NOUN,,Nom:1,самоотчёты,1
измерить,VERB,Part,Ins:1,измеримыми,1
пережитый,ADJ,,Gen:1,пережитого,1
разрастись,VERB,Part,Nom:1,разросшийся,1
разнородный,ADJ,,Ins:1,разнородной,1
неве,PROPN,,Loc:1,Неве,1
петроград,PROPN,,Ins:1,Петроградом,1
ленинград,PROPN,,Ins:1,Ленинградом,1
суетливый,ADJ,,Gen:1,суетливой,1
интеллигентный,ADJ,,Gen:1,интеллигентной,1
перечислить,VERB,Fin,,перечислила,1
запомниться,VERB,Fin,,запомнились,1
увертюра,NOUN,,Gen:1,увертюр,1
фортепианный,ADJ,,Gen:1,фортепианных,1
миниатюра,NOUN,,Gen:1,миниатюр,1
стремиться,VERB,Inf,,стремиться,1
послушать,VERB,Inf,,послушать,1
концертный,ADJ,,Loc:1,концертной,1
аплодировать,VERB,Inf,,аплодировать,1
публика,NOUN,,Nom:1,публика,1
комментарий,NOUN,,Ins:1,комментариями,1
выпускать,VERB,Fin,,выпускают,1
обновлять,VERB,Fin,,обновляют,1
программа,PROPN,,Nom:1,Программа,1
эллен,PROPN,,Nom:1,Эллен,1
макартур,PROPN,,Nom:1,Макартур,1
подсчитать,VERB,Fin,,подсчитал,1
свалка,NOUN,,Acc:1,свалку,1
текстиль,NOUN,,Gen:1,текстиля,1
сопоставить,VERB,Part,Nom:1,сопоставимый,1
мусоровоз,NOUN,,Ins:1,мусоровозом,1
повторять,VERB,Part,Nom:1,повторяемое,1
долговечность,NOUN,,Gen:1,долговечности,1
обновить,VERB,Fin,,обновил,1
максимум,NOUN,,Acc:1,максимум,1
заёмный,ADJ,,Gen:1,заёмных,1
ужесточение,NOUN,,Loc:1,ужесточении,1
торги,NOUN,,Gen:1,торгов,1
биржа,NOUN,,Loc:1,биржах,1
осторожный,ADJ,,Nom:1,осторожные,1
динамика,NOUN,,Acc:1,динамику,1
актив,NOUN,,Gen:1,актива,1
усложнить,VERB,Fin,,усложнили,1
